names	A_loading	AUCs	corrs	color
HLA.DRA	1	0.487682744842308	-0.0203603075109613	Blue
HLA.DRB1	1	0.559461455608555	0.0985239804500005	Red
CD74	0.172164107981036	0.575509785388228	0.124720856567565	Red
HLA.DQA1	0.16652761441548	0.467891910110713	-0.0583469367854407	Blue
HLA.DPB1	0.158680368358759	0.527360937091665	0.0472844343248644	Red
HLA.DMA	0.134323156147528	0.546918378163185	0.0830499349506439	Red
HLA.DQB1	0.0964031284104326	0.523017802494645	0.0452110353173966	Red
SNRPC	0.0891543757627315	0.467029164437997	-0.0576624442660236	Blue
ZC3H7A	0.088170835617575	0.497291060651578	-0.00494299218265334	Blue
VEZT	0.0863602183792124	0.501273993312768	0.00225882544172452	Red
ABHD3	0.0837813354594676	0.505940889562985	0.0116673317478041	Red
ARID2	0.0830148562275991	0.522409308391767	0.0375584698035872	Red
NDUFS5	0.082924169605811	0.474012070233027	-0.0433041841181785	Blue
CDH1	0.0803263002580628	0.457488942132733	-0.0724116397952472	Blue
PRDX5	0.0794695073634386	0.591183356658045	0.159361591569221	Red
RNF38	0.0791703074821031	0.449814012900642	-0.0871178483753166	Blue
HLA.DPA1	0.0789686305007105	0.529403204888664	0.0492697817653501	Red
OGDH	0.0784137905909536	0.41609307414816	-0.148493921354343	Blue
CIITA	0.0779988639415151	0.31340206185567	-0.409735188933206	Blue
CD53	0.0768740513393181	0.451142227009283	-0.0812123328546009	Blue
HSP90B1	0.000892495315830503	0.936998072963606	0.721791030908088	Red
GLCCI1	0.00416702034237949	0.922916150714274	0.737010895786215	Red
TXNDC5	0.0182077771052013	0.907944128156469	0.69248205475245	Red
CEP128	0.0308759815566969	0.89844977371366	0.664150306062268	Red
MZB1	0.00653053733562602	0.890742947022375	0.650198743420194	Red
FNDC3A	0.0022310304412865	0.85888129309271	0.594799132200668	Red
MAN1A1	0.00600872419613447	0.856852165290387	0.589646006302268	Red
ELL2	0.0121182161828119	0.856560740724458	0.593875819891369	Red
SUB1	0.00500290851531917	0.852976355336718	0.583709348028073	Red
RNF213	0.0379349789596361	0.847269054824063	0.573681649228846	Red
TXNDC11	0.00992388003951625	0.844007942613882	0.597780815118532	Red
PIM2	0.00276283816769966	0.843923240938166	0.757954028522211	Red
XBP1	0.0101954065276476	0.842120130813776	0.569551605165588	Red
PPIB	0.0260310286383398	0.832176623021368	0.548956587050921	Red
B2M	0.0414762216211783	0.830808256215242	0.546396610727403	Red
FNDC3B	0.00740295924528664	0.825482064395743	0.570381845375166	Red
GAB1	0.0387920952594648	0.823667377398721	0.729715623718792	Red
MYO1D	0.0109093227540078	0.817900092077658	0.565960201403745	Red
TRAM1	0.0335864639649629	0.810995782012861	0.525377654018559	Red
ANKRD28	0.0462575417438458	0.80951404001104	0.514392651778756	Red
