names	A_loading	AUCs	corrs	color
HLA.DRA	1	0.487682744842308	-0.0203603075109613	Blue
HLA.DRB1	1	0.559461455608555	0.0985239804500005	Red
CD74	0.172164107981036	0.575509785388228	0.124720856567565	Red
HLA.DQA1	0.16652761441548	0.467891910110713	-0.0583469367854407	Blue
HLA.DPB1	0.158680368358759	0.527360937091665	0.0472844343248644	Red
HLA.DMA	0.134323156147528	0.546918378163185	0.0830499349506439	Red
HLA.DQB1	0.0964031284104326	0.523017802494645	0.0452110353173966	Red
SNRPC	0.0891543757627315	0.467029164437997	-0.0576624442660236	Blue
ZC3H7A	0.088170835617575	0.497291060651578	-0.00494299218265334	Blue
VEZT	0.0863602183792124	0.501273993312768	0.00225882544172452	Red
ABHD3	0.0837813354594676	0.505940889562985	0.0116673317478041	Red
ARID2	0.0830148562275991	0.522409308391767	0.0375584698035872	Red
NDUFS5	0.082924169605811	0.474012070233027	-0.0433041841181785	Blue
CDH1	0.0803263002580628	0.457488942132733	-0.0724116397952472	Blue
PRDX5	0.0794695073634386	0.591183356658045	0.159361591569221	Red
RNF38	0.0791703074821031	0.449814012900642	-0.0871178483753166	Blue
HLA.DPA1	0.0789686305007105	0.529403204888664	0.0492697817653501	Red
OGDH	0.0784137905909536	0.41609307414816	-0.148493921354343	Blue
CIITA	0.0779988639415151	0.31340206185567	-0.409735188933206	Blue
CD53	0.0768740513393181	0.451142227009283	-0.0812123328546009	Blue
ACLY	0.0760219997531161	0.383233708726862	-0.209467494960275	Blue
JAK2	0.0746946006143903	0.377618095091553	-0.214315266187942	Blue
SEPHS2	0.0736211086645119	0.316106165295271	-0.314034530524603	Blue
PTPN22	0.0733856407499468	0.45144517960028	-0.0870634748126224	Blue
TUBGCP3	0.0715868361320479	0.458115802919619	-0.0752443624544345	Blue
RFX7	0.0707009717998576	0.423803857492117	-0.133732441968571	Blue
PPID	0.069509453562663	0.311340206185567	-0.412589544448877	Blue
LRPAP1	0.0686158536884085	0.668869936034115	0.497800633318403	Red
CD48	0.0680636206277879	0.434279803730488	-0.116664916407409	Blue
DNAJB6	0.0674101938492661	0.295228276877761	-0.345151303972872	Blue
CIR1	0.066696705922021	0.515038015616566	0.0268540025675983	Red
TNRC6C	0.0660852265741239	0.342153493699885	-0.369360770832414	Blue
SELL	0.0654734831433756	0.626833481097214	0.221139428743165	Red
CD40	0.0644265620092564	0.307674684994273	-0.417653020815638	Blue
STAM	0.0637178854312374	0.440716691456805	-0.103865151078897	Blue
CXXC5	0.0631010604487687	0.490205623820026	-0.018488299614462	Blue
PSMC6	0.0624171513580488	0.410872197676321	-0.151370093095605	Blue
BX284613.2	0.062109489601113	0.665884861407249	0.492846879387927	Red
PHF11	0.0617985055405931	0.347766323024055	-0.361325061722915	Blue
CLECL1	0.0611541428223131	0.309693310570369	-0.326262378246821	Blue
CREBBP	0.0604073122599685	0.430715934319566	-0.119393743215158	Blue
MSI2	0.0600762784500723	0.566235635763255	0.109868026030307	Red
MTCH2	0.059985857051221	0.449573438648681	-0.0905355416135271	Blue
LINS1	0.0599684477496863	0.347193585337915	-0.362147798152852	Blue
NANS	0.0597990058475058	0.582410627275991	0.159706716794094	Red
GGNBP2	0.0595448464478018	0.421089789149491	-0.13695917535267	Blue
SS18	0.0594510550429909	0.533594277019419	0.0573272171402769	Red
KCNN3	0.059440372112761	0.612136030695809	0.206528399178118	Red
CLEC17A	0.0592147162403824	0.34914089347079	-0.359347828164317	Blue
FBXO42	0.0590743185140525	0.326689576174112	-0.391220941235438	Blue
HSP90B1	0.000892495315830503	0.936998072963606	0.721791030908088	Red
GLCCI1	0.00416702034237949	0.922916150714274	0.737010895786215	Red
TXNDC5	0.0182077771052013	0.907944128156469	0.69248205475245	Red
CEP128	0.0308759815566969	0.89844977371366	0.664150306062268	Red
MZB1	0.00653053733562602	0.890742947022375	0.650198743420194	Red
FNDC3A	0.0022310304412865	0.85888129309271	0.594799132200668	Red
MAN1A1	0.00600872419613447	0.856852165290387	0.589646006302268	Red
ELL2	0.0121182161828119	0.856560740724458	0.593875819891369	Red
SUB1	0.00500290851531917	0.852976355336718	0.583709348028073	Red
RNF213	0.0379349789596361	0.847269054824063	0.573681649228846	Red
TXNDC11	0.00992388003951625	0.844007942613882	0.597780815118532	Red
PIM2	0.00276283816769966	0.843923240938166	0.757954028522211	Red
XBP1	0.0101954065276476	0.842120130813776	0.569551605165588	Red
PPIB	0.0260310286383398	0.832176623021368	0.548956587050921	Red
B2M	0.0414762216211783	0.830808256215242	0.546396610727403	Red
FNDC3B	0.00740295924528664	0.825482064395743	0.570381845375166	Red
GAB1	0.0387920952594648	0.823667377398721	0.729715623718792	Red
MYO1D	0.0109093227540078	0.817900092077658	0.565960201403745	Red
TRAM1	0.0335864639649629	0.810995782012861	0.525377654018559	Red
ANKRD28	0.0462575417438458	0.80951404001104	0.514392651778756	Red
IQGAP2	0.019156019740799	0.808591309529916	0.539970170409464	Red
BTG2	0.039304100967996	0.808528784648188	0.708416372699155	Red
UBE2J1	0.00124714335675771	0.806618991444349	0.529890680118409	Red
PRKCB	0.00245223989824672	0.806512454907593	0.512777051379172	Red
LMAN1	0.0228764630751291	0.805323505203487	0.509488939622616	Red
ST6GAL1	0.00275161419679616	0.797988652710918	0.493371137681783	Red
SSR3	0.0136928635638642	0.79594780149327	0.496655976632161	Red
TRAM2	0.0272155523714842	0.795309168443497	0.689658755097677	Red
