names	A_loading	AUCs	corrs	color
BRIP1	1	0.378406201686706	-0.208885627306668	Blue
POLA1	1	0.365341676497239	-0.224066201506253	Blue
BRCA1	0.357310170084488	0.380310084335319	-0.201925740944579	Blue
AP001347.1	0.302567260968099	0.412377484203919	-0.155800550412325	Blue
PRIM2	0.255909974424634	0.433807594330752	-0.111010504493154	Blue
USP37	0.252917362085054	0.41581190757064	-0.151806485391942	Blue
FANCL	0.221130527701803	0.274570446735395	-0.462886641079945	Blue
STAG1	0.213303209236788	0.530928470069876	0.0511025199622519	Red
C11orf80	0.210205822879721	0.528096630250808	0.0562720847169497	Red
WDHD1	0.209784642741867	0.403330133817901	-0.170825640614353	Blue
MYBL2	0.208409211965931	0.543119845055527	0.0729240799204766	Red
SPATA5	0.206558116129567	0.476688379408798	-0.0404958582023943	Blue
BICD1	0.20569036109608	0.439292101104688	-0.108928725147067	Blue
TDRD3	0.203644027292452	0.4671713108488	-0.0621145710700874	Blue
HELLS	0.201455517750974	0.285134513978952	-0.355454659519531	Blue
RFC3	0.198602955489917	0.452206273492625	-0.0807946192052029	Blue
ABHD3	0.196531876130588	0.505940889562985	0.0116673317478041	Red
ZWILCH	0.191841648571843	0.453390680373293	-0.0858193860757637	Blue
AGTPBP1	0.187567790128203	0.465582690377274	-0.0594676941838308	Blue
TYMS	0.186548022372034	0.402929632641896	-0.164382093223604	Blue
RTTN	0.184684511149763	0.512488465868986	0.0210978823023975	Red
RSRC1	0.181662247988967	0.461724514394156	-0.0633736385074745	Blue
NSD2	0.181138304637344	0.429749827201743	-0.11683759263938	Blue
ITGB3BP	0.180661555239782	0.484676665762987	-0.0260721544230139	Blue
DTL	0.180487977748564	0.472015719146047	-0.0485407658054078	Blue
RFWD3	0.1789063774502	0.402134736235367	-0.173834311596234	Blue
DENND1A	0.177217413355558	0.455447065116245	-0.0802051540480554	Blue
VRK1	0.176606786545306	0.456890803713392	-0.0728517333022281	Blue
TMPO	0.173509012668801	0.46351409374336	-0.0604098125916941	Blue
FANCI	0.172870014348889	0.4063186766218	-0.159367572843871	Blue
YEATS4	0.172799546431144	0.440967523697174	-0.109862004260985	Blue
DHFR	0.172384208482989	0.438394966747021	-0.104130054315001	Blue
SRPK2	0.171377839305961	0.379233093247557	-0.200259272253263	Blue
ITFG1	0.169211581785281	0.397931452213649	-0.171072724416383	Blue
VPS13B	0.16874359631499	0.52270307764076	0.0375178167339269	Red
FAM135A	0.168100889955713	0.411074524285788	-0.159380492030259	Blue
SFMBT1	0.165260729793673	0.432763526501025	-0.118527220945915	Blue
SMC1A	0.164331402100899	0.464967211072766	-0.0586147255804574	Blue
LRBA	0.161673430178684	0.474097553469765	-0.0428061966630762	Blue
E2F3	0.158754894433337	0.37661227490432	-0.210204324033926	Blue
KNL1	0.15848382344801	0.439471713596964	-0.101643971561054	Blue
VPS13A	0.157957418240221	0.409036555074407	-0.154684296789443	Blue
SMC4	0.157809281570351	0.577103339463703	0.127409117412325	Red
NCAPG	0.156732724264093	0.472988420684989	-0.0460037718249751	Blue
ARID2	0.154357207817544	0.522409308391767	0.0375584698035872	Red
FRYL	0.153275544844626	0.457991290479366	-0.0696876510918134	Blue
MACF1	0.152709092377019	0.390279188251184	-0.181556627410354	Blue
WDR70	0.151882106566378	0.452577661520576	-0.0798787940061419	Blue
NCAPD3	0.151734953223628	0.465770118479766	-0.0590164009814542	Blue
STAG2	0.150615168770907	0.423301411450357	-0.127057202898764	Blue
HSP90B1	0.0204510270008628	0.936998072963606	0.721791030908088	Red
GLCCI1	0.0173075709686336	0.922916150714274	0.737010895786215	Red
TXNDC5	0.0252837593685059	0.907944128156469	0.69248205475245	Red
CEP128	0.102075315939566	0.89844977371366	0.664150306062268	Red
MZB1	0.00842030745575227	0.890742947022375	0.650198743420194	Red
FNDC3A	0.0334214077149775	0.85888129309271	0.594799132200668	Red
MAN1A1	0.00868206562588178	0.856852165290387	0.589646006302268	Red
ELL2	0.0304993567275797	0.856560740724458	0.593875819891369	Red
SUB1	0.0298764769544856	0.852976355336718	0.583709348028073	Red
RNF213	0.0480532207419821	0.847269054824063	0.573681649228846	Red
TXNDC11	0.0203022387851864	0.844007942613882	0.597780815118532	Red
PIM2	0.0173073375322391	0.843923240938166	0.757954028522211	Red
XBP1	0.0315976688456968	0.842120130813776	0.569551605165588	Red
PPIB	0.0185262262188166	0.832176623021368	0.548956587050921	Red
B2M	0.00442974833963755	0.830808256215242	0.546396610727403	Red
FNDC3B	0.0238769704063442	0.825482064395743	0.570381845375166	Red
GAB1	0.0341885378690477	0.823667377398721	0.729715623718792	Red
MYO1D	0.0107900150439274	0.817900092077658	0.565960201403745	Red
TRAM1	0.00364369630634075	0.810995782012861	0.525377654018559	Red
ANKRD28	0.0652315285756074	0.80951404001104	0.514392651778756	Red
IQGAP2	0.0402167376409652	0.808591309529916	0.539970170409464	Red
BTG2	0.0130907091045343	0.808528784648188	0.708416372699155	Red
UBE2J1	0.0111145532485855	0.806618991444349	0.529890680118409	Red
PRKCB	0.0294619817566062	0.806512454907593	0.512777051379172	Red
LMAN1	0.00605750235400233	0.805323505203487	0.509488939622616	Red
ST6GAL1	0.005620526483978	0.797988652710918	0.493371137681783	Red
SSR3	0.0456237901469109	0.79594780149327	0.496655976632161	Red
TRAM2	0.0130213939581098	0.795309168443497	0.689658755097677	Red
RBM47	0.000766760009276529	0.793404211148479	0.505310118109396	Red
RRBP1	0.0143255996395227	0.793309007246536	0.496344778141715	Red
IGKC	0.0205370394930872	0.79239208962551	0.482944556797632	Red
INPP4A	0.0120065973527838	0.788059701492537	0.679302554430906	Red
SEC24D	0.103026205801087	0.786724892962776	0.489488553452506	Red
PDIA4	0.0275019567023477	0.785373818194252	0.476142900181594	Red
RUNX2	0.0266200672397452	0.784008528784648	0.673492102294044	Red
SLAMF7	0.00846327632049264	0.780810234541578	0.668892652521966	Red
CPNE5	0.00743702364962446	0.780597014925373	0.668585629340145	Red
CPEB4	0.0252707369748331	0.78001294460442	0.503192840438124	Red
TPD52	0.0150527088668131	0.779284383189599	0.463036425776051	Red
MYDGF	0.0236577725527934	0.77853515925527	0.478453393150101	Red
GNG7	0.011859499482788	0.776545842217484	0.662742646044983	Red
IRF4	0.0193899920747084	0.770732786729094	0.455680297119765	Red
ADAM19	0.0117910675544671	0.769789198338206	0.47439288035148	Red
TNFRSF17	0.0274060063753507	0.766311300639659	0.647897025428478	Red
HLA.C	0.0224984026766649	0.764631384071298	0.437204212137731	Red
FTL	0.0272599167042869	0.763999980460975	0.43605643016609	Red
SSR1	0.0259238143240253	0.763589270144125	0.446652809394567	Red
ARFGAP3	0.0110383136664654	0.76183368869936	0.641361839293804	Red
TMSB10	0.0334300025830779	0.760666085380657	0.430543094664538	Red
HM13	0.0209273790037479	0.759926142483459	0.443977122246548	Red
